sample-1-user-id,sample-2-user-id,sample-1-session-id,sample-2-session-id,sample-1-index,sample-2-index,label
5,5,3,1,1387,1333,1
5,5,9,1,1773,1366,1
5,5,3,7,1395,1647,1
5,5,3,7,1387,1626,1
5,5,5,7,1506,1588,1
5,5,3,7,1472,1666,1
5,5,1,9,1383,1774,1
5,5,3,9,1437,1779,1
5,5,9,7,1732,1638,1
5,5,9,7,1740,1625,1
5,5,3,9,1428,1691,1
5,5,3,5,1472,1491,1
5,5,1,9,1307,1725,1
5,5,1,9,1314,1775,1
5,5,5,1,1527,1323,1
5,5,5,9,1487,1721,1
5,5,1,9,1382,1756,1
5,5,9,1,1743,1315,1
5,5,9,5,1728,1510,1
5,5,1,5,1300,1494,1
5,5,7,5,1661,1577,1
5,5,7,1,1670,1329,1
5,5,5,7,1541,1586,1
5,5,1,3,1347,1431,1
5,5,5,1,1563,1301,1
5,5,1,9,1313,1777,1
5,5,5,3,1543,1466,1
5,5,9,7,1701,1598,1
5,5,9,5,1699,1548,1
5,5,1,5,1342,1524,1
5,5,9,5,1727,1558,1
5,5,3,9,1472,1781,1
5,5,5,3,1506,1424,1
5,5,1,9,1363,1725,1
5,5,5,9,1552,1750,1
5,5,3,7,1409,1628,1
5,5,5,9,1570,1729,1
5,5,5,1,1579,1291,1
5,5,9,7,1694,1626,1
5,5,9,1,1693,1353,1
5,5,1,5,1381,1579,1
5,5,9,7,1736,1656,1
5,5,7,9,1614,1739,1
5,5,5,1,1540,1319,1
5,5,7,1,1681,1339,1
5,5,5,1,1512,1363,1
5,5,7,3,1641,1449,1
5,5,5,1,1562,1319,1
5,5,9,1,1736,1344,1
5,5,1,3,1356,1418,1
5,5,7,3,1632,1408,1
5,5,9,1,1757,1370,1
5,5,3,7,1453,1610,1
5,5,1,3,1346,1397,1
5,5,1,7,1306,1652,1
5,5,3,1,1467,1370,1
5,5,1,7,1371,1620,1
5,5,7,1,1682,1338,1
5,5,3,1,1414,1318,1
5,5,7,5,1677,1505,1
5,5,9,1,1698,1320,1
5,5,5,3,1533,1442,1
5,5,9,3,1733,1450,1
5,5,5,3,1559,1427,1
5,5,5,1,1544,1320,1
5,5,3,7,1427,1666,1
5,5,1,7,1337,1676,1
5,5,5,9,1554,1733,1
5,5,9,3,1722,1461,1
5,5,5,9,1568,1690,1
5,5,3,5,1441,1500,1
5,5,5,9,1579,1730,1
5,5,1,7,1311,1636,1
5,5,5,3,1582,1398,1
5,5,7,5,1603,1520,1
5,5,9,5,1757,1557,1
5,5,1,3,1341,1416,1
5,5,9,1,1752,1364,1
5,5,3,7,1439,1596,1
5,5,1,3,1313,1484,1
5,5,3,1,1445,1359,1
5,5,5,9,1508,1745,1
5,5,3,1,1472,1368,1
5,5,1,9,1327,1778,1
5,5,7,9,1626,1775,1
5,5,7,5,1608,1567,1
5,5,5,3,1568,1396,1
5,5,1,3,1376,1458,1
5,5,9,1,1709,1318,1
5,5,1,9,1311,1772,1
5,5,5,7,1505,1623,1
5,5,5,1,1501,1351,1
5,5,5,3,1494,1481,1
5,5,1,7,1353,1659,1
5,5,9,1,1742,1370,1
5,5,1,5,1359,1533,1
5,5,9,1,1715,1291,1
5,5,5,3,1489,1387,1
5,5,5,3,1513,1411,1
5,5,5,7,1559,1601,1
5,5,3,5,1483,1551,1
5,5,3,1,1388,1322,1
5,5,1,3,1311,1392,1
5,5,3,9,1414,1727,1
5,5,3,5,1474,1494,1
5,5,5,9,1513,1755,1
5,5,9,7,1773,1652,1
5,5,9,5,1697,1580,1
5,5,9,7,1736,1669,1
5,5,5,9,1504,1749,1
5,5,9,1,1768,1314,1
5,5,9,1,1760,1370,1
5,5,7,3,1669,1440,1
5,5,3,9,1473,1718,1
5,5,3,1,1411,1292,1
5,5,5,1,1536,1295,1
5,5,3,9,1445,1694,1
5,5,9,1,1711,1345,1
5,5,5,3,1538,1462,1
5,5,3,9,1456,1729,1
5,5,5,1,1533,1337,1
5,5,7,5,1606,1527,1
5,5,9,3,1747,1434,1
5,5,7,5,1600,1528,1
5,5,7,5,1677,1536,1
5,5,7,9,1634,1760,1
5,5,5,7,1485,1648,1
5,5,7,1,1667,1364,1
5,5,1,3,1364,1470,1
5,5,1,5,1304,1545,1
5,5,5,1,1508,1358,1
5,5,7,5,1653,1526,1
5,5,1,3,1327,1440,1
5,5,7,5,1604,1489,1
5,5,5,9,1520,1714,1
5,5,3,5,1443,1528,1
5,5,5,7,1542,1619,1
5,5,1,5,1343,1539,1
5,5,3,9,1411,1754,1
5,5,7,1,1657,1298,1
5,5,1,7,1351,1601,1
5,5,7,5,1651,1502,1
5,5,7,9,1634,1742,1
5,5,9,3,1736,1432,1
5,5,7,5,1658,1521,1
5,5,1,7,1370,1594,1
5,5,7,5,1586,1560,1
5,5,7,9,1601,1687,1
5,5,1,5,1311,1488,1
5,5,9,7,1738,1629,1
5,5,3,7,1441,1604,1
5,5,7,1,1622,1294,1
5,5,3,9,1467,1689,1
5,5,5,1,1565,1327,1
5,5,3,5,1470,1493,1
5,5,3,5,1459,1486,1
5,5,7,9,1617,1780,1
5,5,3,1,1420,1360,1
5,5,5,3,1573,1393,1
5,5,3,9,1411,1735,1
5,5,1,5,1313,1577,1
5,5,3,7,1387,1648,1
5,5,1,7,1329,1673,1
5,5,7,9,1586,1772,1
5,5,9,5,1732,1580,1
5,5,7,3,1636,1445,1
5,5,9,5,1756,1488,1
5,5,7,3,1591,1450,1
5,5,3,1,1406,1320,1
5,5,3,5,1480,1582,1
5,5,3,7,1474,1679,1
5,5,5,7,1567,1592,1
5,5,9,3,1732,1474,1
5,5,1,9,1333,1776,1
5,5,7,1,1609,1333,1
5,5,1,3,1335,1479,1
5,5,1,7,1328,1663,1
5,5,9,7,1759,1681,1
5,5,1,5,1287,1498,1
5,5,5,7,1490,1663,1
5,5,7,5,1654,1527,1
5,5,7,1,1673,1308,1
5,5,7,9,1601,1778,1
5,5,5,9,1568,1683,1
5,5,3,7,1397,1682,1
5,5,1,7,1365,1648,1
5,5,1,7,1341,1660,1
5,5,3,7,1435,1663,1
5,5,1,7,1359,1671,1
5,5,9,7,1730,1661,1
5,5,5,9,1512,1712,1
5,5,1,9,1299,1743,1
5,5,3,1,1439,1315,1
5,5,3,1,1452,1332,1
5,5,7,9,1666,1756,1
5,5,7,9,1653,1688,1
5,5,1,5,1291,1564,1
5,5,1,7,1324,1676,1
5,5,9,1,1719,1344,1
5,5,7,3,1666,1395,1
5,5,9,3,1779,1406,1
5,5,3,9,1416,1710,1
5,5,5,1,1545,1292,1
5,5,1,5,1365,1530,1
5,5,1,9,1375,1713,1
5,5,1,9,1312,1740,1
5,5,5,9,1539,1713,1
5,5,9,7,1781,1669,1
5,5,7,1,1655,1365,1
5,5,7,3,1663,1411,1
5,5,3,1,1463,1362,1
5,5,9,7,1756,1639,1
5,5,3,9,1417,1767,1
5,5,5,1,1495,1304,1
5,5,1,5,1331,1570,1
5,5,7,3,1619,1474,1
5,5,7,3,1673,1473,1
5,5,1,5,1358,1578,1
5,5,1,5,1385,1546,1
5,5,9,3,1700,1452,1
5,5,1,7,1352,1610,1
5,5,5,7,1537,1587,1
5,5,7,3,1674,1481,1
5,5,9,5,1744,1553,1
5,5,9,1,1740,1288,1
5,5,5,9,1575,1775,1
5,5,7,9,1652,1725,1
5,5,1,9,1333,1724,1
5,5,5,9,1495,1716,1
5,5,1,9,1307,1745,1
5,5,1,3,1344,1429,1
5,5,1,7,1322,1624,1
5,5,5,7,1500,1613,1
5,5,3,5,1404,1498,1
5,5,5,7,1580,1589,1
5,5,7,1,1596,1292,1
5,5,1,3,1339,1417,1
5,5,5,7,1511,1602,1
5,5,3,9,1454,1700,1
5,5,3,9,1430,1749,1
5,5,7,3,1671,1394,1
5,5,3,1,1394,1373,1
5,5,5,3,1503,1448,1
5,5,3,5,1471,1567,1
5,5,5,7,1572,1673,1
5,5,9,5,1707,1511,1
5,5,7,3,1591,1417,1
5,5,9,3,1736,1395,1
5,5,1,7,1370,1623,1
5,5,9,7,1708,1585,1
5,5,5,1,1543,1334,1
5,5,3,7,1403,1639,1
5,5,5,1,1539,1290,1
5,5,3,7,1442,1678,1
5,5,3,1,1454,1352,1
5,5,5,9,1549,1714,1
5,5,9,1,1734,1373,1
5,5,3,7,1387,1678,1
5,5,3,5,1466,1543,1
5,5,5,9,1499,1688,1
5,5,9,5,1734,1502,1
5,5,5,9,1493,1716,1
5,5,3,1,1408,1318,1
5,5,9,5,1769,1512,1
5,5,3,7,1426,1675,1
5,5,5,9,1547,1712,1
5,5,1,9,1304,1689,1
5,5,3,9,1456,1734,1
5,5,9,7,1729,1609,1
5,5,1,3,1321,1475,1
5,5,3,5,1440,1500,1
5,5,7,3,1628,1444,1
5,5,9,1,1730,1344,1
5,5,9,3,1701,1413,1
5,5,1,7,1364,1606,1
5,5,3,1,1453,1356,1
5,5,7,3,1642,1443,1
5,5,9,1,1780,1371,1
5,5,5,7,1538,1592,1
5,5,5,3,1552,1478,1
5,5,1,7,1368,1660,1
5,5,9,7,1744,1623,1
5,5,1,3,1322,1403,1
5,5,1,5,1357,1517,1
5,5,9,7,1712,1655,1
5,5,3,7,1406,1609,1
5,5,9,3,1741,1461,1
5,5,5,3,1500,1428,1
5,5,7,9,1670,1691,1
5,5,1,9,1367,1746,1
5,5,1,7,1359,1631,1
5,5,7,1,1634,1304,1
5,5,3,1,1432,1291,1
5,5,9,3,1700,1481,1
5,5,3,5,1433,1495,1
5,5,1,5,1295,1527,1
5,5,9,7,1718,1678,1
5,5,5,9,1517,1739,1
5,5,7,1,1675,1307,1
5,5,9,3,1766,1475,1
5,5,7,5,1654,1523,1
5,5,5,1,1515,1293,1
5,5,1,9,1349,1726,1
5,5,1,5,1296,1538,1
5,5,3,7,1476,1611,1
5,5,3,9,1480,1756,1
5,5,1,5,1343,1513,1
5,5,3,7,1459,1603,1
5,5,7,1,1616,1317,1
5,5,1,9,1385,1771,1
5,5,3,1,1454,1344,1
5,5,3,1,1456,1308,1
5,5,1,3,1332,1398,1
5,5,7,3,1592,1430,1
5,5,7,5,1675,1511,1
5,5,5,7,1536,1643,1
5,5,7,3,1633,1472,1
5,5,3,7,1482,1660,1
5,5,3,1,1406,1354,1
5,5,1,7,1331,1646,1
5,5,5,9,1516,1771,1
5,5,1,9,1287,1751,1
5,5,1,3,1297,1415,1
5,5,1,5,1306,1570,1
5,5,5,3,1501,1455,1
5,5,3,7,1391,1676,1
5,5,9,5,1698,1567,1
5,5,9,3,1727,1395,1
5,5,1,3,1342,1426,1
5,5,9,5,1703,1554,1
5,5,7,1,1639,1319,1
5,5,1,9,1319,1724,1
5,5,9,1,1774,1363,1
5,5,9,3,1683,1430,1
5,5,3,5,1455,1510,1
5,5,3,1,1426,1372,1
5,5,3,1,1480,1319,1
5,5,9,1,1699,1375,1
5,5,3,1,1482,1308,1
5,53,1,3,1307,14448,0
5,39,9,7,1732,11135,0
5,2,5,1,1530,432,0
5,53,5,3,1485,14455,0
5,17,5,5,1491,5061,0
5,37,3,3,1450,10409,0
5,42,5,3,1522,12044,0
5,34,9,5,1739,9646,0
5,54,3,1,1448,14614,0
5,11,3,7,1479,3369,0
5,53,3,1,1469,14345,0
5,40,1,3,1307,11564,0
5,52,9,1,1703,13979,0
5,58,3,5,1446,15682,0
5,54,3,3,1483,14750,0
5,42,9,5,1738,12182,0
5,34,3,1,1440,9436,0
5,14,7,1,1585,4171,0
5,30,3,5,1401,8569,0
5,14,5,3,1486,4271,0
5,27,1,1,1289,7338,0
5,34,9,1,1695,9465,0
5,53,9,5,1772,14504,0
5,34,7,3,1679,9597,0
5,7,5,5,1508,2062,0
5,53,3,3,1402,14441,0
5,58,7,5,1630,15650,0
5,46,5,5,1523,12918,0
5,21,3,5,1481,5998,0
5,29,9,3,1730,8119,0
5,52,7,3,1591,14149,0
5,34,5,3,1515,9518,0
5,2,3,3,1404,562,0
5,25,7,5,1657,7073,0
5,40,3,3,1431,11547,0
5,30,1,5,1372,8533,0
5,42,5,1,1519,11903,0
5,14,7,3,1590,4268,0
5,27,7,1,1615,7337,0
5,7,3,5,1449,2008,0
5,54,1,5,1312,14838,0
5,52,7,3,1643,14162,0
5,21,1,3,1290,5880,0
5,11,5,3,1496,3205,0
5,7,5,1,1539,1789,0
5,39,3,9,1471,11239,0
5,29,9,3,1752,8162,0
5,52,3,3,1474,14086,0
5,14,1,1,1332,4162,0
5,46,9,5,1697,12926,0
5,43,1,1,1325,12186,0
5,77,5,1,1486,18604,0
5,17,1,1,1346,4943,0
5,17,7,5,1676,5062,0
5,42,5,1,1574,11929,0
5,34,3,5,1446,9640,0
5,11,5,7,1527,3454,0
5,25,5,1,1530,6846,0
5,54,7,1,1610,14610,0
5,11,3,9,1476,3478,0
5,17,9,3,1775,5002,0
5,53,1,5,1334,14471,0
5,21,3,3,1473,5877,0
5,40,3,3,1400,11504,0
5,11,1,1,1372,3149,0
5,7,3,5,1450,2046,0
5,53,3,3,1411,14437,0
5,58,9,5,1729,15721,0
5,43,9,1,1754,12184,0
5,17,9,3,1700,4983,0
5,17,5,1,1579,4873,0
5,11,7,9,1668,3562,0
5,29,7,5,1615,8248,0
5,14,3,3,1392,4333,0
5,42,1,1,1325,11916,0
5,77,7,5,1625,18775,0
5,11,5,3,1557,3224,0
5,29,1,3,1346,8154,0
5,29,3,3,1428,8164,0
5,46,3,1,1446,12733,0
5,43,3,5,1402,12381,0
5,46,5,3,1570,12785,0
5,39,9,9,1696,11210,0
5,14,5,1,1554,4254,0
5,14,1,5,1336,4388,0
5,14,7,3,1597,4326,0
5,25,1,5,1342,7116,0
5,40,5,5,1558,11592,0
5,21,1,1,1346,5748,0
5,21,3,5,1464,5955,0
5,53,7,5,1668,14540,0
5,21,1,5,1311,5973,0
5,43,3,5,1419,12474,0
5,17,3,5,1420,5095,0
5,25,7,3,1641,6994,0
5,7,7,1,1584,1865,0
5,54,9,5,1732,14780,0
5,39,9,7,1730,11189,0
5,11,1,7,1384,3401,0
5,27,7,5,1616,7544,0
5,29,7,5,1636,8304,0
5,21,7,5,1592,5989,0
5,21,7,3,1627,5894,0
5,14,9,3,1721,4278,0
5,40,9,3,1706,11526,0
5,27,1,5,1370,7531,0
5,30,3,1,1469,8330,0
5,46,1,3,1296,12853,0
5,58,5,3,1563,15585,0
5,54,5,3,1496,14720,0
5,37,7,5,1596,10590,0
5,29,3,5,1437,8260,0
5,58,7,3,1669,15563,0
5,40,7,1,1623,11477,0
5,30,5,1,1535,8321,0
5,14,5,1,1488,4184,0
5,2,1,3,1375,551,0
5,11,7,7,1620,3407,0
5,2,7,3,1593,503,0
5,17,5,5,1548,5064,0
5,37,5,1,1501,10331,0
5,43,9,5,1701,12422,0
5,37,9,1,1718,10374,0
5,34,9,1,1704,9464,0
5,7,9,1,1712,1869,0
5,77,7,3,1596,18668,0
5,42,9,5,1697,12164,0
5,58,3,5,1468,15681,0
5,11,3,3,1439,3256,0
5,54,1,5,1293,14778,0
5,37,3,5,1467,10527,0
5,53,7,1,1616,14322,0
5,42,3,5,1433,12094,0
5,11,1,1,1367,3081,0
5,58,9,1,1768,15511,0
5,7,3,5,1469,2010,0
5,25,9,3,1725,6961,0
5,37,9,5,1699,10521,0
5,14,3,1,1479,4181,0
5,39,1,1,1333,10819,0
5,42,5,3,1543,12077,0
5,25,9,5,1723,7117,0
5,27,3,3,1395,7523,0
5,2,9,1,1702,416,0
5,7,5,1,1559,1852,0
5,34,9,1,1748,9414,0
5,42,1,1,1298,11975,0
5,42,7,3,1589,12050,0
5,17,1,1,1321,4872,0
5,14,9,3,1719,4326,0
5,29,5,5,1568,8284,0
5,37,5,5,1512,10562,0
5,53,9,3,1727,14363,0
5,52,7,1,1588,13968,0
5,29,1,1,1320,8099,0
5,43,1,5,1344,12401,0
5,25,9,1,1707,6886,0
5,21,3,5,1474,5987,0
5,46,3,3,1479,12853,0
5,46,3,5,1426,12928,0
5,27,3,1,1453,7411,0
5,58,3,3,1427,15551,0
5,25,3,5,1417,7081,0
5,21,9,3,1712,5923,0
5,34,9,1,1689,9441,0
5,39,9,7,1728,11136,0
5,27,3,3,1480,7502,0
5,17,1,5,1317,5092,0
5,52,1,1,1337,14046,0
5,25,7,3,1673,7011,0
5,37,5,3,1565,10462,0
5,52,9,1,1741,13991,0
5,37,1,5,1342,10503,0
5,39,7,3,1632,10906,0
5,30,3,5,1405,8566,0
5,21,7,3,1676,5866,0
5,39,1,9,1364,11217,0
5,58,7,1,1625,15471,0
5,46,9,5,1774,12945,0
5,30,3,3,1405,8496,0
5,29,9,1,1754,8035,0
5,25,9,1,1719,6867,0
5,37,1,5,1312,10546,0
5,11,7,7,1604,3420,0
5,27,7,3,1601,7484,0
5,43,9,3,1729,12364,0
5,53,7,3,1620,14439,0
5,53,7,5,1600,14494,0
5,7,1,5,1340,2016,0
5,46,1,1,1342,12678,0
5,7,7,1,1624,1832,0
5,54,7,5,1645,14782,0
5,25,9,3,1757,7019,0
5,2,3,5,1469,643,0
5,58,5,5,1547,15654,0
5,34,9,3,1752,9537,0
5,77,5,5,1550,18792,0
5,29,5,3,1576,8135,0
5,52,1,3,1305,14137,0
5,21,5,5,1526,5992,0
5,46,3,5,1476,12967,0
5,17,1,1,1298,4860,0
5,25,7,5,1601,7113,0
5,30,5,3,1532,8448,0
5,30,1,1,1319,8326,0
5,27,1,5,1355,7605,0
5,77,1,3,1323,18672,0
5,37,3,3,1448,10475,0
5,52,1,3,1360,14113,0
5,29,7,5,1602,8244,0
5,54,1,3,1349,14719,0
5,53,7,5,1653,14496,0
5,39,3,1,1458,10849,0
5,46,1,1,1335,12751,0
5,34,9,5,1694,9696,0
5,11,1,7,1288,3430,0
5,30,1,1,1367,8331,0
5,30,9,5,1778,8554,0
5,11,9,9,1706,3470,0
5,40,9,1,1700,11435,0
5,52,5,5,1570,14243,0
5,40,5,1,1576,11467,0
5,25,3,1,1387,6845,0
5,58,1,3,1364,15601,0
5,58,9,1,1719,15478,0
5,2,9,3,1696,538,0
5,2,9,5,1759,624,0
5,46,9,1,1767,12760,0
5,52,3,3,1428,14078,0
5,46,7,5,1591,12911,0
5,42,1,5,1325,12138,0
5,17,7,5,1662,5096,0
5,21,7,3,1611,5898,0
5,25,9,3,1687,7021,0
5,39,1,7,1322,11142,0
5,46,9,1,1718,12695,0
5,37,3,3,1452,10413,0
5,58,5,1,1567,15494,0
5,27,1,1,1296,7409,0
5,54,7,5,1642,14811,0
5,52,7,3,1678,14069,0
5,42,7,5,1611,12143,0
5,77,3,3,1477,18651,0
5,30,3,3,1433,8444,0
5,53,5,1,1493,14304,0
5,21,5,5,1526,5952,0
5,54,3,3,1464,14700,0
5,53,5,5,1489,14486,0
5,14,9,1,1693,4237,0
5,53,1,5,1336,14503,0
5,11,3,3,1405,3179,0
5,42,9,3,1771,12012,0
5,58,1,3,1331,15596,0
5,58,7,3,1658,15580,0
5,42,7,3,1642,12029,0
5,25,5,3,1523,6942,0
5,53,1,1,1334,14288,0
5,53,1,5,1345,14554,0
5,29,9,1,1688,8036,0
5,43,5,5,1516,12400,0
5,58,5,3,1518,15593,0
5,29,9,5,1686,8238,0
5,46,3,1,1425,12732,0
5,43,9,3,1746,12364,0
5,11,7,5,1628,3355,0
5,43,7,3,1645,12297,0
5,14,3,5,1452,4418,0
5,27,5,5,1510,7568,0
5,14,1,5,1342,4432,0
5,42,5,5,1492,12135,0
5,17,9,3,1717,4954,0
5,7,3,3,1435,1953,0
5,77,9,5,1725,18755,0
5,58,9,5,1710,15655,0
5,25,7,1,1589,6847,0
5,27,5,3,1536,7477,0
5,42,5,5,1564,12141,0
5,42,3,5,1436,12134,0
5,30,5,5,1545,8522,0
5,54,1,5,1366,14814,0
5,52,5,5,1517,14194,0
5,37,7,5,1617,10576,0
5,7,7,3,1587,1947,0
5,25,9,1,1691,6878,0
5,27,1,3,1336,7522,0
5,77,7,5,1653,18778,0
5,21,9,5,1701,5977,0
5,58,3,5,1450,15734,0
5,46,9,1,1776,12724,0
5,39,7,7,1595,11183,0
5,39,3,9,1475,11221,0
5,11,5,3,1579,3238,0
5,34,5,1,1570,9503,0
5,2,1,1,1324,437,0
5,30,7,1,1595,8395,0
5,25,9,1,1734,6909,0
5,11,5,5,1540,3276,0
5,14,3,5,1402,4360,0
5,29,9,3,1760,8213,0
5,21,5,3,1528,5849,0
5,29,9,5,1716,8283,0
5,14,3,5,1450,4371,0
5,43,5,5,1552,12440,0
5,53,9,5,1701,14555,0
5,54,5,5,1519,14847,0
5,29,5,3,1554,8205,0
5,30,1,5,1380,8599,0
5,2,1,1,1340,427,0
5,25,9,5,1752,7047,0
5,34,3,5,1445,9683,0
5,29,3,3,1420,8159,0
5,54,5,3,1577,14687,0
5,54,9,5,1710,14812,0
5,52,3,3,1434,14075,0
5,43,5,3,1550,12360,0
5,2,3,3,1478,508,0
5,42,1,1,1385,11936,0
5,43,9,3,1687,12353,0
5,2,3,3,1437,547,0
5,7,5,3,1528,1896,0
5,37,7,5,1587,10500,0
5,14,5,1,1538,4224,0
5,11,7,7,1673,3443,0
5,77,1,5,1337,18757,0
5,53,9,1,1710,14354,0
5,37,9,5,1715,10564,0
5,27,5,1,1504,7367,0
5,53,1,5,1291,14525,0
5,37,3,3,1459,10477,0
5,21,9,1,1733,5818,0
5,40,3,1,1427,11472,0
5,25,1,3,1308,6997,0
5,77,7,3,1636,18629,0
5,11,5,1,1485,3167,0
5,77,9,1,1780,18590,0
5,77,7,1,1668,18584,0
5,42,3,1,1456,11959,0
5,17,5,5,1573,5130,0
5,40,7,3,1609,11490,0
5,52,5,1,1534,13976,0
5,39,3,5,1419,11019,0
5,34,1,5,1363,9688,0
5,21,5,5,1533,6015,0
5,34,9,3,1763,9568,0
5,2,5,1,1523,450,0
5,40,9,5,1741,11642,0
5,37,5,3,1518,10459,0
5,30,5,5,1563,8517,0
5,39,3,7,1439,11178,0
5,34,7,3,1613,9523,0
5,30,7,1,1658,8320,0
5,43,5,3,1510,12369,0
5,39,7,3,1653,10934,0
5,21,5,5,1504,6006,0
5,37,1,5,1367,10516,0
5,40,1,3,1343,11511,0
5,29,7,5,1617,8259,0
5,40,3,5,1446,11597,0
5,77,9,1,1694,18580,0
5,25,7,1,1640,6870,0
5,39,3,5,1445,11063,0
5,2,3,3,1480,499,0
5,11,1,1,1385,3110,0
5,7,7,1,1610,1862,0
5,2,9,3,1730,575,0
5,7,7,3,1608,1950,0
5,54,1,3,1383,14751,0
5,42,9,1,1760,11957,0
5,52,5,3,1567,14121,0
5,7,5,3,1566,1979,0
5,46,3,1,1450,12698,0
5,7,7,3,1607,1974,0
5,39,7,7,1605,11154,0
5,2,3,1,1410,433,0
5,37,5,3,1555,10448,0
5,11,3,1,1437,3105,0
5,11,7,7,1585,3462,0
5,54,9,1,1777,14598,0
5,30,1,3,1305,8502,0
5,17,5,5,1553,5060,0
5,43,9,3,1774,12322,0
5,29,9,3,1764,8200,0
5,77,1,5,1343,18781,0
5,21,5,1,1550,5808,0
5,40,7,1,1604,11451,0
5,25,7,3,1612,7012,0
5,53,5,3,1522,14396,0
5,39,1,9,1298,11194,0
5,17,1,3,1307,5048,0
5,25,1,3,1287,6973,0
5,29,3,3,1392,8134,0
5,37,1,5,1363,10560,0
5,46,9,3,1770,12782,0
5,77,3,1,1437,18598,0
5,25,3,3,1426,6999,0
5,52,9,3,1705,14104,0
5,40,7,1,1584,11427,0
5,7,9,1,1741,1814,0
5,14,7,5,1606,4432,0
5,52,3,5,1484,14221,0
5,46,1,3,1309,12806,0
5,43,3,3,1398,12372,0
5,30,3,1,1430,8342,0
5,30,5,1,1567,8368,0
5,53,9,1,1706,14305,0
5,37,3,3,1403,10460,0
5,17,3,1,1419,4869,0
5,11,3,5,1419,3270,0
5,14,7,3,1643,4346,0
5,54,5,3,1548,14716,0
5,37,3,1,1403,10387,0
5,43,7,5,1593,12438,0
5,46,5,3,1495,12841,0
5,46,7,5,1595,12903,0
5,21,7,1,1671,5769,0
5,27,5,5,1505,7564,0
5,21,7,3,1662,5922,0
5,17,5,5,1500,5068,0
5,39,3,7,1407,11093,0
5,17,3,1,1431,4861,0
5,58,3,3,1411,15641,0
5,30,1,1,1376,8363,0
5,27,1,3,1318,7434,0
5,7,9,3,1688,1892,0
5,53,5,5,1519,14514,0
5,27,5,5,1492,7602,0
5,17,1,5,1364,5081,0
5,77,1,3,1383,18693,0
5,43,1,3,1325,12362,0
5,39,7,7,1674,11127,0
5,40,5,5,1542,11636,0
5,43,3,1,1463,12252,0
5,30,7,3,1629,8418,0
5,27,1,3,1312,7496,0
5,37,1,3,1294,10467,0
5,29,5,1,1514,8117,0
5,40,7,5,1633,11638,0
5,14,7,3,1669,4337,0
5,29,7,1,1600,8103,0
5,46,7,5,1588,12932,0
5,54,7,3,1610,14721,0
5,58,9,5,1719,15729,0
5,25,7,3,1601,6949,0
5,39,9,7,1730,11127,0
5,2,9,1,1734,418,0
5,58,9,1,1778,15472,0
5,17,5,5,1578,5129,0
5,52,3,3,1437,14130,0
5,21,5,5,1569,5959,0
5,42,3,5,1398,12157,0
5,17,1,5,1377,5144,0
5,17,9,5,1690,5087,0
5,2,9,1,1700,416,0
5,11,3,1,1392,3074,0
5,40,9,3,1768,11570,0
5,39,9,7,1752,11095,0
5,53,5,3,1558,14382,0
5,21,3,3,1443,5888,0
5,54,1,3,1301,14735,0
5,11,1,5,1360,3342,0
5,30,9,1,1778,8323,0
5,14,5,3,1488,4325,0
5,58,5,3,1499,15622,0
5,14,7,1,1624,4228,0
5,2,5,3,1506,536,0
5,46,9,5,1735,12891,0
5,21,7,5,1638,6028,0
5,40,5,1,1523,11458,0
5,37,9,1,1697,10343,0
5,43,9,3,1748,12326,0
5,40,5,3,1564,11519,0
5,25,1,5,1352,7093,0
5,77,9,3,1741,18701,0
5,77,1,3,1365,18712,0
5,11,5,9,1524,3530,0
5,46,7,1,1634,12750,0
5,39,1,5,1333,10994,0
5,52,9,1,1759,14011,0
5,17,3,5,1402,5121,0
5,7,9,3,1695,1958,0
5,21,1,5,1312,5966,0
5,21,9,5,1737,6032,0
5,30,9,3,1686,8446,0
5,39,5,7,1508,11163,0
5,77,3,5,1454,18764,0
5,46,7,1,1663,12761,0
5,37,9,5,1718,10584,0
5,58,3,1,1460,15498,0
5,30,9,1,1781,8362,0
5,43,1,5,1330,12407,0
5,53,3,1,1474,14351,0
5,30,1,3,1356,8497,0
5,58,7,3,1621,15595,0
5,37,7,5,1602,10570,0
5,30,7,5,1597,8609,0
5,77,3,1,1435,18570,0
5,11,1,1,1288,3101,0
5,52,1,3,1303,14130,0
5,27,1,5,1349,7590,0
5,58,9,5,1731,15678,0
5,53,7,1,1680,14325,0
5,17,5,5,1558,5134,0
5,30,3,5,1441,8566,0
5,46,5,5,1530,12919,0
5,43,1,3,1308,12368,0
5,25,7,3,1652,6954,0
5,21,7,1,1644,5752,0
5,43,1,5,1379,12439,0
5,37,5,5,1555,10574,0
5,46,7,3,1592,12785,0
5,52,7,1,1591,14016,0
5,17,1,5,1303,5102,0
5,58,5,5,1510,15716,0
5,39,7,9,1670,11286,0
5,14,5,5,1517,4364,0
5,34,9,5,1772,9662,0
5,11,5,7,1510,3411,0
5,27,5,3,1492,7521,0
5,25,1,1,1384,6926,0
5,43,3,1,1447,12281,0
5,11,9,5,1699,3338,0
5,54,5,5,1525,14827,0
5,46,5,1,1547,12751,0
5,37,1,3,1380,10448,0
5,21,1,1,1305,5782,0
5,11,1,1,1287,3116,0
5,40,3,1,1449,11459,0
5,17,5,3,1539,4985,0
5,42,1,3,1375,12026,0
5,27,1,1,1315,7377,0
5,42,3,3,1404,12016,0
5,2,1,1,1328,480,0
5,27,3,5,1423,7573,0
5,7,9,3,1686,1956,0
